pose_id,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,
55,0.4769383370876312,0.9221034646034241,4.051255686476907e-08,0.5276709198951721,0.8884832859039307,-0.02403266727924347,0.5729612708091736,0.8140242099761963,-0.0453096479177475,0.5942496657371521,0.7276957631111145,-0.068181112408638,0.5689257383346558,0.667043924331665,-0.08991751819849014,0.5644553303718567,0.6284891366958618,-0.022847458720207214,0.5838942527770996,0.5325635671615601,-0.04849417135119438,0.5945574641227722,0.45468810200691223,-0.059990137815475464,0.5976437926292419,0.3876692056655884,-0.06858260184526443,0.5176720023155212,0.6103643774986267,-0.028737502172589302,0.5497831702232361,0.5971298217773438,-0.06724964082241058,0.5454123020172119,0.7163586616516113,-0.06956987828016281,0.5306130051612854,0.7403541207313538,-0.06138790398836136,0.4775882661342621,0.6245182752609253,-0.03788379207253456,0.5077002048492432,0.654211163520813,-0.07753337174654007,0.5070931315422058,0.7466207146644592,-0.06638065725564957,0.49083420634269714,0.7494269013404846,-0.049805283546447754,0.43954572081565857,0.6561565399169922,-0.04934326931834221,0.4677585959434509,0.6925957202911377,-0.07435431331396103,0.4735892117023468,0.7527391910552979,-0.06578871607780457,0.4608604907989502,0.750701904296875,-0.05377788841724396,pointy-finger-tap
56,0.4791262447834015,0.8808790445327759,8.155890185435055e-08,0.5306528806686401,0.8453710675239563,-0.026374978944659233,0.576836109161377,0.7739917635917664,-0.04991953447461128,0.6019056439399719,0.6904699206352234,-0.07465872168540955,0.5796813368797302,0.6285993456840515,-0.09762150794267654,0.570415198802948,0.5917105674743652,-0.026599086821079254,0.5918555855751038,0.48763006925582886,-0.0544758178293705,0.6053428649902344,0.4091761112213135,-0.06695222109556198,0.6094730496406555,0.3429848849773407,-0.07575438171625137,0.5239304900169373,0.573312520980835,-0.03194526955485344,0.5561040639877319,0.5576520562171936,-0.0721779316663742,0.5519578456878662,0.6741529703140259,-0.0738360732793808,0.5389630198478699,0.6972646117210388,-0.06471126526594162,0.4833141565322876,0.5861532092094421,-0.040942661464214325,0.5115898251533508,0.6212587952613831,-0.08068972080945969,0.5116240382194519,0.7079004049301147,-0.06836102902889252,0.4990016222000122,0.7056747674942017,-0.050907667726278305,0.44574761390686035,0.6154463291168213,-0.05272173136472702,0.4720861613750458,0.6583907604217529,-0.07689640671014786,0.4780209958553314,0.7148854732513428,-0.06736936420202255,0.46667325496673584,0.7087035775184631,-0.05461103841662407,pointy-finger-tap
57,0.44125112891197205,0.8461011648178101,9.652146104599524e-08,0.49705472588539124,0.8244308233261108,-0.03760538250207901,0.5532519221305847,0.752373993396759,-0.06342197954654694,0.5613936185836792,0.6488635540008545,-0.08748169243335724,0.530533492565155,0.5748605132102966,-0.10915734618902206,0.5397497415542603,0.5578905344009399,-0.0302629042416811,0.5561364889144897,0.4561746418476105,-0.05643560737371445,0.5652583837509155,0.37692996859550476,-0.06572874635457993,0.5676417350769043,0.30691584944725037,-0.07260741293430328,0.48930367827415466,0.540050745010376,-0.02982987090945244,0.5152684450149536,0.5120064616203308,-0.06704405695199966,0.5098152756690979,0.6346767544746399,-0.06580047309398651,0.4986201822757721,0.64984130859375,-0.05488455668091774,0.4471222460269928,0.5536454916000366,-0.034212417900562286,0.4684499204158783,0.5678439736366272,-0.07688520103693008,0.47076866030693054,0.6667296886444092,-0.06337093561887741,0.45955222845077515,0.6623004674911499,-0.04445134475827217,0.40586715936660767,0.5817460417747498,-0.0417294055223465,0.4283515214920044,0.6074889302253723,-0.0699552446603775,0.4370581805706024,0.6749254465103149,-0.06021175533533096,0.42693930864334106,0.6713625192642212,-0.046711720526218414,pointy-finger-tap
58,0.41505396366119385,0.8224529027938843,4.4991026015850366e-08,0.4583612382411957,0.7907226085662842,-0.02709910273551941,0.5060165524482727,0.7097049951553345,-0.046029310673475266,0.5176087021827698,0.6130889654159546,-0.06506447494029999,0.4941430687904358,0.542121410369873,-0.08263901621103287,0.5022311210632324,0.5401961207389832,-0.020978612825274467,0.5194693803787231,0.4398486912250519,-0.043791528791189194,0.5277234315872192,0.3615809679031372,-0.05285710468888283,0.529090940952301,0.2934792637825012,-0.060086388140916824,0.45567187666893005,0.5264742374420166,-0.024964306503534317,0.4791504442691803,0.48960939049720764,-0.061594247817993164,0.47286519408226013,0.6103663444519043,-0.06322432309389114,0.4604104161262512,0.6342547535896301,-0.054474592208862305,0.4149276316165924,0.5408549308776855,-0.032434795051813126,0.43537235260009766,0.5406365990638733,-0.07393361628055573,0.4367753267288208,0.6431003212928772,-0.06087326258420944,0.4239726960659027,0.649944543838501,-0.04211628809571266,0.37280410528182983,0.5691579580307007,-0.04201839119195938,0.3952176868915558,0.5768469572067261,-0.06904128938913345,0.4036913812160492,0.6458401083946228,-0.05740412697196007,0.3943268060684204,0.6500876545906067,-0.042562227696180344,pointy-finger-tap
59,0.3815472424030304,0.8312503695487976,8.13635736562901e-08,0.4266620874404907,0.7990782260894775,-0.03229617327451706,0.4707925319671631,0.7167741656303406,-0.053316809237003326,0.48111510276794434,0.6179845333099365,-0.07357803732156754,0.45567595958709717,0.5473686456680298,-0.09205924719572067,0.4677237868309021,0.5478575229644775,-0.026086658239364624,0.4874049723148346,0.44387954473495483,-0.05092952400445938,0.4961565136909485,0.36419928073883057,-0.0607946403324604,0.4973888397216797,0.2946324348449707,-0.0679265707731247,0.42217808961868286,0.5367470979690552,-0.027670109644532204,0.44324415922164917,0.49500250816345215,-0.06570011377334595,0.43830063939094543,0.6115330457687378,-0.06739742308855057,0.42792779207229614,0.6355006098747253,-0.05809427797794342,0.38176923990249634,0.5509913563728333,-0.03327098861336708,0.399748831987381,0.5466670393943787,-0.07518985122442245,0.40302783250808716,0.6471731662750244,-0.06216951459646225,0.3942044973373413,0.6558716893196106,-0.042841773480176926,0.3408294916152954,0.5779122114181519,-0.04157652705907822,0.3601378798484802,0.5825495719909668,-0.06791053712368011,0.37052544951438904,0.6500742435455322,-0.05624675378203392,0.36502310633659363,0.6577138900756836,-0.04110626503825188,pointy-finger-tap
60,0.38247063755989075,0.9189122319221497,5.821994975008238e-08,0.4312819838523865,0.8861795663833618,-0.03169865533709526,0.47601503133773804,0.8114461898803711,-0.054446179419755936,0.48701775074005127,0.7245558500289917,-0.07688961923122406,0.4630540907382965,0.65860515832901,-0.09686890989542007,0.47343868017196655,0.62715744972229,-0.027527451515197754,0.492173969745636,0.5225397944450378,-0.054214827716350555,0.5019612908363342,0.4438069462776184,-0.06516014784574509,0.504270076751709,0.37607240676879883,-0.07276318967342377,0.42630743980407715,0.6086604595184326,-0.029750434681773186,0.4480665922164917,0.5977920293807983,-0.06648308038711548,0.4441177546977997,0.7095410227775574,-0.06755886226892471,0.4339350759983063,0.723834216594696,-0.05877883359789848,0.38504520058631897,0.6220991015434265,-0.03628244623541832,0.40276193618774414,0.6508381366729736,-0.07536714524030685,0.40650612115859985,0.7405815124511719,-0.06378541886806488,0.3986259698867798,0.7358464598655701,-0.04700394719839096,0.34576284885406494,0.6510629653930664,-0.04596793279051781,0.3641476631164551,0.6892629861831665,-0.07003235071897507,0.3739176094532013,0.7495463490486145,-0.060330260545015335,0.36721712350845337,0.7450209856033325,-0.047201111912727356,pointy-finger-tap
61,0.38471296429634094,0.9802076816558838,6.121759099642077e-08,0.4292897582054138,0.9444996118545532,-0.030272509902715683,0.46914923191070557,0.874247670173645,-0.053763240575790405,0.479327917098999,0.7972196340560913,-0.07722295820713043,0.45576509833335876,0.7340856194496155,-0.09819065034389496,0.46434032917022705,0.687244713306427,-0.02969612553715706,0.4809778332710266,0.5847942233085632,-0.05789288505911827,0.4903355836868286,0.5083620548248291,-0.06997907161712646,0.4932056665420532,0.4416821002960205,-0.07827871292829514,0.41721832752227783,0.6662428379058838,-0.033081792294979095,0.44057193398475647,0.6681450009346008,-0.0709536224603653,0.43880903720855713,0.7758009433746338,-0.07363174110651016,0.4307447373867035,0.7910557389259338,-0.06617283821105957,0.37577879428863525,0.6804136037826538,-0.04043028503656387,0.3954933285713196,0.7283015847206116,-0.07898539304733276,0.3994719386100769,0.8105570077896118,-0.06899122148752213,0.39328306913375854,0.8026463985443115,-0.05383911356329918,0.3377608060836792,0.7123850584030151,-0.050966132432222366,0.35601043701171875,0.7677648663520813,-0.07468902319669724,0.36538055539131165,0.8245976567268372,-0.06660245358943939,0.35985010862350464,0.8156582713127136,-0.0548778660595417,pointy-finger-tap
62,0.37213900685310364,1.0632778406143188,7.965557813349733e-08,0.41267889738082886,1.0321285724639893,-0.027648797258734703,0.452279269695282,0.9740935564041138,-0.05271097272634506,0.4514871835708618,0.9093737602233887,-0.07793521881103516,0.4206853210926056,0.8608700633049011,-0.10149258375167847,0.4415419399738312,0.7855594158172607,-0.035986222326755524,0.4589579403400421,0.6874352097511292,-0.06577841192483902,0.46857374906539917,0.6119556427001953,-0.08082909882068634,0.4710548222064972,0.5474088191986084,-0.09184475988149643,0.3914684057235718,0.7624815106391907,-0.04023848846554756,0.4137650728225708,0.7890785336494446,-0.07768239080905914,0.41543394327163696,0.8927206993103027,-0.08177340030670166,0.4080628454685211,0.9080981016159058,-0.07729680836200714,0.3492632806301117,0.7820482850074768,-0.047549568116664886,0.3711682856082916,0.8559182286262512,-0.08364494144916534,0.3802758455276489,0.9312768578529358,-0.07333739101886749,0.3758370280265808,0.9239261150360107,-0.06009269133210182,0.3107782006263733,0.8218303322792053,-0.05787434056401253,0.33070626854896545,0.8928896188735962,-0.0815812423825264,0.3434315621852875,0.9445862770080566,-0.07408478856086731,0.34071123600006104,0.9331894516944885,-0.06349677592515945,pointy-finger-tap
63,0.35350850224494934,1.0490163564682007,2.036721191700508e-08,0.38885316252708435,1.04166579246521,-0.015998562797904015,0.4266025125980377,1.0217998027801514,-0.03429744765162468,0.43055859208106995,1.0081748962402344,-0.054546888917684555,0.4138251543045044,1.0103031396865845,-0.07633979618549347,0.4257010817527771,0.8764343857765198,-0.0457201711833477,0.44379401206970215,0.7811879515647888,-0.07631443440914154,0.45272788405418396,0.7115161418914795,-0.09614785015583038,0.46059876680374146,0.652195930480957,-0.10989610105752945,0.3774935305118561,0.8383958339691162,-0.0517483726143837,0.39536502957344055,0.9439812302589417,-0.08985191583633423,0.4011456370353699,1.028046727180481,-0.09769874811172485,0.4008225202560425,1.0795071125030518,-0.09756523370742798,0.333284467458725,0.8600703477859497,-0.058029647916555405,0.35203078389167786,0.9899843335151672,-0.0897248163819313,0.3608846068382263,1.05845308303833,-0.0840940773487091,0.3630773425102234,1.0951948165893555,-0.07436979562044144,0.29529231786727905,0.9079084992408752,-0.06621704995632172,0.30900049209594727,1.001519799232483,-0.08637538552284241,0.3205832242965698,1.0524812936782837,-0.08070224523544312,0.32540252804756165,1.0778510570526123,-0.07139232754707336,pointy-finger-tap
64,0.35039591789245605,1.0662387609481812,1.3363710138492024e-07,0.38275375962257385,1.0561898946762085,-0.0177377387881279,0.41225531697273254,1.034964680671692,-0.03625618666410446,0.42845696210861206,1.0329092741012573,-0.05601721256971359,0.4440914988517761,1.0300456285476685,-0.0772046148777008,0.4185653030872345,0.9201014637947083,-0.04135037958621979,0.43794405460357666,0.8607252836227417,-0.07260233908891678,0.4514155983924866,0.8100001811981201,-0.09366719424724579,0.4617363214492798,0.7647258639335632,-0.10853233933448792,0.3790808618068695,0.8915083408355713,-0.04774419963359833,0.3999191224575043,0.9582488536834717,-0.0876144990324974,0.4047164022922516,1.0479304790496826,-0.09681528806686401,0.4016837477684021,1.1029410362243652,-0.09676889330148697,0.33863887190818787,0.9085731506347656,-0.05531703308224678,0.35535311698913574,1.0009596347808838,-0.08895930647850037,0.3610805869102478,1.0691168308258057,-0.08250471204519272,0.3588694632053375,1.1063275337219238,-0.07149210572242737,0.30145588517189026,0.9496774673461914,-0.06494655460119247,0.3149283528327942,1.0226494073867798,-0.0876484289765358,0.3249361515045166,1.0722630023956299,-0.0823599249124527,0.32730498909950256,1.0979511737823486,-0.07322235405445099,pointy-finger-tap
65,0.34885016083717346,1.0377583503723145,4.2822879464665675e-08,0.38331568241119385,1.0221068859100342,-0.020672332495450974,0.4199010729789734,0.9712899923324585,-0.03284585103392601,0.4467085301876068,0.92108553647995,-0.04428253695368767,0.4681188762187958,0.8833574652671814,-0.05722985789179802,0.40599480271339417,0.9315429925918579,-0.04166017100214958,0.4259967803955078,0.8935685753822327,-0.06749139726161957,0.4411908686161041,0.8536156415939331,-0.08293486386537552,0.45192766189575195,0.821510374546051,-0.09345456957817078,0.3693075478076935,0.9200655817985535,-0.04398636147379875,0.3966326117515564,1.0015519857406616,-0.08031114935874939,0.40571439266204834,1.0741238594055176,-0.08750569820404053,0.40602338314056396,1.119596004486084,-0.08702810108661652,0.3344494104385376,0.9408816695213318,-0.0476342998445034,0.3567899167537689,1.0357041358947754,-0.0816657766699791,0.3627082407474518,1.0957425832748413,-0.0763934925198555,0.3630143404006958,1.1311954259872437,-0.066635362803936,0.30538123846054077,0.9778175354003906,-0.053148459643125534,0.3204610347747803,1.0485674142837524,-0.07818296551704407,0.32876163721084595,1.0957188606262207,-0.07575113326311111,0.3308260440826416,1.1246600151062012,-0.069134421646595,pointy-finger-tap
66,0.3729223310947418,1.1375526189804077,8.830510012103332e-08,0.383528470993042,1.0717389583587646,-0.023162640631198883,0.38300925493240356,1.0054041147232056,-0.032939933240413666,0.38071155548095703,0.9485254287719727,-0.03950046747922897,0.38252514600753784,0.8999459743499756,-0.0442684106528759,0.3038102388381958,0.9782474040985107,0.02114088647067547,0.3202875256538391,0.98914635181427,0.02606828697025776,0.33741575479507446,1.023554801940918,0.017850657925009727,0.3404349982738495,1.045238971710205,0.011527969501912594,0.2892388105392456,1.0133060216903687,0.03345496952533722,0.2996346652507782,1.0286191701889038,0.04277554154396057,0.3206248879432678,1.0576245784759521,0.03246933966875076,0.3290104568004608,1.075657606124878,0.024172550067305565,0.2781660258769989,1.056622862815857,0.04292614758014679,0.28549283742904663,1.0646743774414062,0.05220472812652588,0.3021124601364136,1.087458610534668,0.04831390827894211,0.311653196811676,1.099008321762085,0.04420815035700798,0.27660030126571655,1.0924814939498901,0.0501800999045372,0.2759266793727875,1.092070460319519,0.06407609581947327,0.2890339493751526,1.1110124588012695,0.07159856706857681,0.29613447189331055,1.123298168182373,0.07602815330028534,pointy-finger-tap
67,0.3089892268180847,0.9855499267578125,-8.083155478288973e-08,0.33884331583976746,0.9718005657196045,-0.028017552569508553,0.36203256249427795,0.933937132358551,-0.0446956492960453,0.377027690410614,0.8941344618797302,-0.058192282915115356,0.38817843794822693,0.861209511756897,-0.07253150641918182,0.3420674800872803,0.8971542716026306,-0.05394239351153374,0.3404357135295868,0.9167264699935913,-0.08297868072986603,0.3406635820865631,0.9077108502388,-0.10206045210361481,0.3387056291103363,0.8894389867782593,-0.11443653702735901,0.3064926564693451,0.8951792120933533,-0.0509638674557209,0.2950821816921234,0.9929788708686829,-0.08292127400636673,0.2986162304878235,1.0246303081512451,-0.09188210964202881,0.29699277877807617,1.0296165943145752,-0.0960734486579895,0.2762334644794464,0.9160752296447754,-0.04977985471487045,0.2676268517971039,1.0161021947860718,-0.07687753438949585,0.2779749929904938,1.0380960702896118,-0.0754009336233139,0.2844468653202057,1.0368582010269165,-0.07152440398931503,0.2524893581867218,0.9468902945518494,-0.0514734610915184,0.24712340533733368,1.0179637670516968,-0.07125546783208847,0.2539057433605194,1.0388685464859009,-0.07266507297754288,0.259762167930603,1.0424691438674927,-0.07101263105869293,pointy-finger-tap
68,0.32963061332702637,0.9835222959518433,2.9744768426098744e-07,0.3549366295337677,0.9939749240875244,-0.03723623976111412,0.3834952712059021,0.983226478099823,-0.06930680572986603,0.3749412000179291,0.9588513374328613,-0.09873634576797485,0.3636191189289093,0.9289377331733704,-0.12670689821243286,0.38762223720550537,0.8267420530319214,-0.05928311124444008,0.3980063796043396,0.7569661736488342,-0.10067994892597198,0.40409794449806213,0.7118024230003357,-0.121218740940094,0.4070223271846771,0.6677733063697815,-0.13436803221702576,0.3393402397632599,0.8005543351173401,-0.059964023530483246,0.3384486734867096,0.8482712507247925,-0.10733973979949951,0.34619754552841187,0.9524133205413818,-0.11059063673019409,0.35375073552131653,0.9697197675704956,-0.1038668155670166,0.29667991399765015,0.8184707164764404,-0.06495632231235504,0.295833021402359,0.9116044640541077,-0.10760410875082016,0.31274935603141785,0.9843859672546387,-0.09339640289545059,0.32400643825531006,0.9832193851470947,-0.07618571072816849,0.2595813274383545,0.8585947155952454,-0.0737188309431076,0.26410871744155884,0.9454953074455261,-0.10446532070636749,0.28283265233039856,1.0036025047302246,-0.09766517579555511,0.29598671197891235,1.0010102987289429,-0.08598178625106812,pointy-finger-tap
69,0.33451011776924133,1.0225266218185425,1.8599560291931994e-07,0.3642518222332001,1.0084794759750366,-0.03323490172624588,0.40643033385276794,0.9586065411567688,-0.06030472740530968,0.39791011810302734,0.8883582353591919,-0.08560746163129807,0.3623262643814087,0.839009165763855,-0.10920640826225281,0.39754724502563477,0.7723746299743652,-0.033107444643974304,0.4059993624687195,0.7031407952308655,-0.06053325533866882,0.40990135073661804,0.6424493789672852,-0.07286247611045837,0.4102412462234497,0.5919730067253113,-0.08185143023729324,0.3452836275100708,0.7449568510055542,-0.033732589334249496,0.35744544863700867,0.761779248714447,-0.06775814294815063,0.3589242100715637,0.8783097863197327,-0.0688781663775444,0.3565935492515564,0.8935130834579468,-0.060881879180669785,0.30291542410850525,0.7588022947311401,-0.03854554891586304,0.3140561580657959,0.8275604248046875,-0.07331997156143188,0.3255256414413452,0.9093295335769653,-0.06231123208999634,0.3255809247493744,0.9014193415641785,-0.04777934402227402,0.26267901062965393,0.7945713400840759,-0.04657311365008354,0.27315425872802734,0.8676249980926514,-0.07010537385940552,0.28894543647766113,0.9229310750961304,-0.06379299610853195,0.29224836826324463,0.9087728261947632,-0.053788598626852036,pointy-finger-tap
70,0.3334314227104187,0.9827581644058228,7.126329393258857e-08,0.3716599941253662,0.9452015161514282,-0.03015398606657982,0.40784212946891785,0.8727844953536987,-0.051406461745500565,0.4112480878829956,0.7920910120010376,-0.07174888998270035,0.37889206409454346,0.7385618090629578,-0.08958722651004791,0.4038877487182617,0.6937854886054993,-0.02424638532102108,0.4140702188014984,0.6151536703109741,-0.048701513558626175,0.4177529811859131,0.5501646399497986,-0.05978311598300934,0.4164537489414215,0.49155983328819275,-0.06824854761362076,0.3582480251789093,0.6686123609542847,-0.02596776932477951,0.36528098583221436,0.673449695110321,-0.05670831352472305,0.3662635385990143,0.7773473262786865,-0.057436343282461166,0.3631328046321869,0.7885215282440186,-0.050274018198251724,0.31685787439346313,0.6822314262390137,-0.03206069767475128,0.32472479343414307,0.7304257154464722,-0.06458408385515213,0.33303698897361755,0.8097240924835205,-0.05457337945699692,0.332356333732605,0.7997460961341858,-0.04125766083598137,0.2784680128097534,0.7150439620018005,-0.041533008217811584,0.2874833047389984,0.7719895839691162,-0.062350742518901825,0.29928824305534363,0.8258839845657349,-0.05547050014138222,0.29897820949554443,0.8138498067855835,-0.04573317617177963,pointy-finger-tap
71,0.32952314615249634,0.9303808808326721,7.515115640899239e-08,0.3704625070095062,0.8943459987640381,-0.02877417765557766,0.4079699218273163,0.8119091987609863,-0.048104073852300644,0.4141373634338379,0.7209595441818237,-0.06712598353624344,0.38225963711738586,0.6595378518104553,-0.08419553190469742,0.4040580093860626,0.6431493163108826,-0.020709021016955376,0.416681170463562,0.5567203164100647,-0.04316028207540512,0.42108190059661865,0.4891284704208374,-0.051666583865880966,0.4193061590194702,0.42770829796791077,-0.05826960876584053,0.35980620980262756,0.6277487874031067,-0.02309708669781685,0.37132006883621216,0.6005151271820068,-0.05413532257080078,0.3727567493915558,0.7120158076286316,-0.05361207202076912,0.36842602491378784,0.7265578508377075,-0.04468109831213951,0.3197776973247528,0.6423584818840027,-0.02963167242705822,0.3297860026359558,0.6540942788124084,-0.06462252885103226,0.3391928970813751,0.7462368607521057,-0.05204692482948303,0.3355679512023926,0.7456689476966858,-0.03552679345011711,0.2806871235370636,0.673042893409729,-0.03904249891638756,0.29293522238731384,0.6991745233535767,-0.06158072501420975,0.30661541223526,0.7594637274742126,-0.051895201206207275,0.30492082238197327,0.7567400932312012,-0.0395905002951622,pointy-finger-tap
72,0.3335302472114563,0.8604074120521545,6.153183562673803e-08,0.37532344460487366,0.8232806921005249,-0.024684209376573563,0.41197165846824646,0.7352892160415649,-0.04093931242823601,0.41715994477272034,0.6393758058547974,-0.05741005763411522,0.3871946334838867,0.5757489204406738,-0.07271510362625122,0.4042530953884125,0.5795198082923889,-0.01684960350394249,0.4191412329673767,0.4914575219154358,-0.03713522478938103,0.4246489107608795,0.42164576053619385,-0.04488005116581917,0.42462074756622314,0.35904237627983093,-0.05137687548995018,0.3610020875930786,0.5716866254806519,-0.021190501749515533,0.3780652582645416,0.5273124575614929,-0.05271676555275917,0.37905916571617126,0.6405532956123352,-0.05368207395076752,0.3727685213088989,0.6612736582756042,-0.045676227658987045,0.32298076152801514,0.59080570936203,-0.028803858906030655,0.3364320993423462,0.574339747428894,-0.0657864585518837,0.3461626172065735,0.672720730304718,-0.05237952992320061,0.3399948477745056,0.6818581819534302,-0.034558311104774475,0.28402313590049744,0.6247424483299255,-0.038407281041145325,0.2985018193721771,0.6177171468734741,-0.06296448409557343,0.31396231055259705,0.6835266947746277,-0.050843410193920135,0.3115655481815338,0.6925957798957825,-0.036416489630937576,pointy-finger-tap
73,0.33006760478019714,0.7851371765136719,7.661295597927165e-08,0.37361714243888855,0.7481353282928467,-0.028164884075522423,0.40775150060653687,0.6579995155334473,-0.04375847056508064,0.41075390577316284,0.5592442750930786,-0.05808861926198006,0.3841330111026764,0.4899948835372925,-0.07089362293481827,0.40020716190338135,0.5166126489639282,-0.01919250190258026,0.416174978017807,0.4219551086425781,-0.0385904386639595,0.4225466847419739,0.35064372420310974,-0.04537632316350937,0.42271316051483154,0.2896493375301361,-0.05058559402823448,0.3586404621601105,0.5159529447555542,-0.020897749811410904,0.3748111426830292,0.45181670784950256,-0.05242279917001724,0.37607434391975403,0.5605306625366211,-0.053414616733789444,0.3710272014141083,0.5874012112617493,-0.044708698987960815,0.32201799750328064,0.5370137095451355,-0.025979917496442795,0.3354649841785431,0.5000455975532532,-0.06456641852855682,0.3446097671985626,0.5992946028709412,-0.051640816032886505,0.33848538994789124,0.6145419478416443,-0.032811690121889114,0.28439638018608093,0.5701539516448975,-0.03299503028392792,0.29949823021888733,0.5426129102706909,-0.05967934429645538,0.314235121011734,0.6095209121704102,-0.04781004786491394,0.3103947043418884,0.625603437423706,-0.03275047987699509,pointy-finger-tap
74,0.33630114793777466,0.7409828901290894,5.60332829024901e-08,0.37893158197402954,0.7026093006134033,-0.02364017628133297,0.4120389223098755,0.6107576489448547,-0.03769869729876518,0.41526472568511963,0.5115862488746643,-0.05157935619354248,0.3906140923500061,0.4454101324081421,-0.06438272446393967,0.40420347452163696,0.47303152084350586,-0.01548401452600956,0.4204890727996826,0.38089728355407715,-0.033689938485622406,0.4268467426300049,0.31014883518218994,-0.04014231637120247,0.4262399673461914,0.25005248188972473,-0.045507658272981644,0.3627098500728607,0.47254687547683716,-0.019257962703704834,0.3795855641365051,0.4090415835380554,-0.05028020590543747,0.3817605674266815,0.5165387988090515,-0.05180595442652702,0.3750842809677124,0.5424380898475647,-0.0437970831990242,0.32638174295425415,0.49538612365722656,-0.02589104138314724,0.33994150161743164,0.45930925011634827,-0.06341301649808884,0.3500707149505615,0.5569350719451904,-0.05068816617131233,0.34241610765457153,0.5720427632331848,-0.03244158998131752,0.2887665927410126,0.5305774211883545,-0.03405047208070755,0.3032631576061249,0.5047484636306763,-0.059309571981430054,0.31847432255744934,0.5689769387245178,-0.04727015271782875,0.3140334486961365,0.5827325582504272,-0.03256003186106682,pointy-finger-tap
75,0.296429306268692,0.732695460319519,1.2202512778003438e-07,0.34105315804481506,0.6888431906700134,-0.029561104252934456,0.37036439776420593,0.599373459815979,-0.045670993626117706,0.3710297644138336,0.5032211542129517,-0.06015592813491821,0.34424781799316406,0.43312868475914,-0.07281512767076492,0.36496615409851074,0.4667065441608429,-0.02090444043278694,0.3790297210216522,0.3643476366996765,-0.04060157760977745,0.38314610719680786,0.29049646854400635,-0.04769658297300339,0.38051849603652954,0.22876721620559692,-0.052757665514945984,0.32412025332450867,0.4701128304004669,-0.021783605217933655,0.33515989780426025,0.38771700859069824,-0.054386526346206665,0.34037259221076965,0.48502951860427856,-0.056958410888910294,0.33788231015205383,0.5167886018753052,-0.04877084493637085,0.2876490354537964,0.4923103153705597,-0.02599486894905567,0.296457439661026,0.4468754529953003,-0.06467854976654053,0.30898967385292053,0.5419334769248962,-0.053136248141527176,0.3055521547794342,0.5612925887107849,-0.03462386503815651,0.2514568567276001,0.5246526598930359,-0.032318491488695145,0.26380568742752075,0.4914259910583496,-0.05833538621664047,0.27923107147216797,0.55525141954422,-0.04722210392355919,0.2763665020465851,0.5726982355117798,-0.03263658285140991,pointy-finger-tap
76,0.28544488549232483,0.7671080827713013,7.92663499282753e-08,0.32884496450424194,0.726597011089325,-0.033315710723400116,0.3584285378456116,0.6326141953468323,-0.04962556064128876,0.35749518871307373,0.5336747765541077,-0.06345432996749878,0.32866862416267395,0.4639538526535034,-0.07500904053449631,0.35331347584724426,0.497138112783432,-0.021167224273085594,0.365203320980072,0.39685550332069397,-0.04127965122461319,0.3685550391674042,0.325458824634552,-0.04838208854198456,0.3655985891819,0.26168176531791687,-0.05347500741481781,0.31241998076438904,0.4986014664173126,-0.02039981819689274,0.3235243260860443,0.4215746521949768,-0.05266701802611351,0.32791492342948914,0.5230004787445068,-0.05457375943660736,0.3233988285064697,0.5506271719932556,-0.045709848403930664,0.27579525113105774,0.5197146534919739,-0.02375444769859314,0.28490516543388367,0.47991177439689636,-0.06343117356300354,0.2958444654941559,0.5773523449897766,-0.053118541836738586,0.29050710797309875,0.5900462865829468,-0.035028550773859024,0.2391970157623291,0.5508069396018982,-0.029474422335624695,0.25244763493537903,0.5224822759628296,-0.05611271783709526,0.266696959733963,0.5869414806365967,-0.04601769149303436,0.26193341612815857,0.6004889011383057,-0.03201807290315628,pointy-finger-tap
77,0.2790578007698059,0.855760395526886,8.467911527532124e-08,0.32127904891967773,0.8158471584320068,-0.034189317375421524,0.3533744215965271,0.727284848690033,-0.05179128423333168,0.34982800483703613,0.6336325407028198,-0.06691654771566391,0.31743043661117554,0.570005476474762,-0.07982669770717621,0.34595757722854614,0.5760544538497925,-0.02210097201168537,0.35664042830467224,0.4840608835220337,-0.043028324842453,0.3581732511520386,0.4156997799873352,-0.051117584109306335,0.3550248146057129,0.35391488671302795,-0.057087257504463196,0.3039136528968811,0.5760036110877991,-0.02135773003101349,0.31270870566368103,0.5118940472602844,-0.05401831865310669,0.31565672159194946,0.6172517538070679,-0.05622789263725281,0.3130882680416107,0.6442455649375916,-0.04762870818376541,0.26666802167892456,0.5975857377052307,-0.02489088661968708,0.2743333578109741,0.570093035697937,-0.06442193686962128,0.2849002480506897,0.6681466102600098,-0.05474754422903061,0.2818014323711395,0.6801514625549316,-0.037370629608631134,0.2297329306602478,0.6310516595840454,-0.03101799264550209,0.24260418117046356,0.6150663495063782,-0.05808068811893463,0.25692856311798096,0.6793614625930786,-0.049191832542419434,0.2543013095855713,0.6908873915672302,-0.035922177135944366,pointy-finger-tap
